BCU_Code|BCU_Name|Major_Crime_Category|Minor_Crime_Category|Number_of_Records|Borough|Sum_Value|Type|Month|Year
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|4|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|112|Offences|5|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|111|Offences|5|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|84|Offences|5|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|70|Offences|5|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|94|Offences|5|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|124|Offences|5|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|53|Offences|5|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|130|Offences|5|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|87|Offences|5|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|71|Offences|2|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|76|Offences|2|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|64|Offences|2|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|69|Offences|2|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|63|Offences|2|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|101|Offences|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|41|Offences|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|50|Offences|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|57|Offences|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|9|Offences|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|8|Offences|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|17|Offences|2|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|10|Offences|2|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|26|Offences|2|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|32|Offences|2|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|31|Offences|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|4|Offences|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|24|Offences|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|10|Offences|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|15|Offences|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|14|Offences|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|2|Offences|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|21|Offences|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|28|Offences|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|16|Offences|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|41|Offences|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|17|Offences|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|28|Offences|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|52|Offences|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|38|Offences|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|38|Offences|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|25|Offences|2|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|1|Sanction Detections|2|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|4|Sanction Detections|2|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|2|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|3|Sanction Detections|2|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|1|Sanction Detections|2|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|0|Sanction Detections|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|2|Sanction Detections|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|1|Sanction Detections|2|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|0|Sanction Detections|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|2|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|2|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|2|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|2|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|2|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|5|Sanction Detections|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|2|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|2|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|1|Sanction Detections|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|2|Sanction Detections|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|2|Sanction Detections|2|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|0|Sanction Detections|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|2|Sanction Detections|2|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|0|Sanction Detections|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Sanction Detections|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|1|Sanction Detections|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|0|Sanction Detections|2|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|2|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|155|Offences|3|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|112|Offences|3|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|97|Offences|3|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|95|Offences|3|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|86|Offences|3|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|103|Offences|3|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|47|Offences|3|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|92|Offences|3|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|97|Offences|3|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|20|Offences|3|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|21|Offences|3|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|18|Offences|3|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|17|Offences|3|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|42|Offences|3|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|41|Offences|3|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|42|Offences|3|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|13|Offences|3|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|35|Offences|3|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|29|Offences|3|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|17|Offences|3|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|20|Offences|3|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|19|Offences|3|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|11|Offences|12|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|14|Offences|12|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|13|Offences|12|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|36|Offences|12|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|31|Offences|12|2015
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|8|Offences|12|2015
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|13|Offences|12|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|4|Offences|12|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|18|Offences|12|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|12|Offences|12|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|10|Offences|12|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|10|Offences|12|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|1|Offences|12|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|17|Offences|12|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|22|Offences|12|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|12|Offences|12|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|20|Offences|12|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|15|Offences|12|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|19|Offences|12|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|63|Offences|12|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|12|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|36|Offences|12|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|25|Offences|12|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|21|Offences|12|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|3|Sanction Detections|12|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|0|Sanction Detections|12|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|0|Sanction Detections|12|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|0|Sanction Detections|12|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|4|Sanction Detections|12|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|1|Sanction Detections|12|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|12|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|0|Sanction Detections|12|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|1|Sanction Detections|12|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|12|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|12|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|2|Sanction Detections|12|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|12|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|12|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Offences|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|118|Offences|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|65|Offences|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|48|Offences|6|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|2|Sanction Detections|6|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|3|Sanction Detections|6|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|0|Sanction Detections|6|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|3|Sanction Detections|6|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|2|Sanction Detections|6|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|0|Sanction Detections|6|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|0|Sanction Detections|6|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|2|Sanction Detections|6|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|0|Sanction Detections|6|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|6|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|6|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|1|Sanction Detections|6|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|6|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|6|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|1|Sanction Detections|6|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|1|Sanction Detections|6|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|6|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|0|Sanction Detections|6|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|6|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|6|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|1|Sanction Detections|6|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|1|Sanction Detections|6|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|6|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|6|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|1|Sanction Detections|6|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|3|Sanction Detections|6|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|6|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|1|Sanction Detections|6|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|1|Sanction Detections|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|3|Sanction Detections|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|1|Sanction Detections|6|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|6|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|182|Offences|7|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|206|Offences|7|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|110|Offences|7|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|110|Offences|7|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|160|Offences|7|2017
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|189|Offences|7|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|90|Offences|7|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|165|Offences|7|2017
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|133|Offences|7|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|21|Offences|7|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|12|Offences|7|2017
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|21|Offences|7|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|33|Offences|7|2017
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|48|Offences|7|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|51|Offences|7|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|61|Offences|7|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|16|Offences|7|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|50|Offences|7|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|26|Offences|7|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|18|Offences|7|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|36|Offences|7|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|11|Offences|7|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|50|Offences|7|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|39|Offences|7|2017
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|12|Offences|7|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|149|Offences|7|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|46|Offences|7|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|68|Offences|7|2017
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|186|Offences|7|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|3|Offences|7|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|78|Offences|7|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|80|Offences|7|2017
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|30|Offences|7|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|1|Sanction Detections|7|2017
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|5|Sanction Detections|7|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|2|Sanction Detections|7|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|2|Sanction Detections|7|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|10|2011
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|3|Sanction Detections|10|2011
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|1|Sanction Detections|10|2011
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|3|Sanction Detections|10|2011
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|2|Sanction Detections|10|2011
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|6|Sanction Detections|10|2011
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|2|Sanction Detections|10|2011
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|10|2011
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|1|Sanction Detections|10|2011
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|10|2011
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|10|2011
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|10|2011
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|1|Sanction Detections|10|2011
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|1|Sanction Detections|10|2011
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|10|2011
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|10|2011
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|10|2011
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|10|2011
